,datetime,open,high,low,close,volume,adj_close
2020-10-06 21:00:00,1602028800000,10599.65,10681.87,10546.17,10666.39,32811.990279,10666.39
2020-10-07 21:00:00,1602115200000,10666.4,10950.0,10530.41,10925.57,51959.691572,10925.57
2020-10-08 21:00:00,1602201600000,10925.44,11104.64,10829.0,11050.64,48240.073237,11050.64
2020-10-09 21:00:00,1602288000000,11050.64,11491.0,11050.51,11293.22,43648.036943,11293.22
2020-10-10 21:00:00,1602374400000,11293.22,11445.0,11221.0,11369.02,29043.851339,11369.02
2020-10-11 21:00:00,1602460800000,11369.02,11720.01,11172.0,11528.25,52825.28371,11528.25
2020-10-12 21:00:00,1602547200000,11528.24,11557.0,11300.0,11420.56,42205.283709,11420.56
2020-10-13 21:00:00,1602633600000,11420.57,11547.98,11280.0,11417.89,41415.106015,11417.89
2020-10-14 21:00:00,1602720000000,11417.89,11617.34,11250.83,11505.12,48760.717679,11505.12
2020-10-15 21:00:00,1602806400000,11505.13,11541.15,11200.0,11319.32,48797.749502,11319.32
2020-10-16 21:00:00,1602892800000,11319.24,11402.42,11255.0,11360.2,22368.915241,11360.2
2020-10-17 21:00:00,1602979200000,11360.31,11505.0,11346.22,11503.14,23284.041191,11503.14
2020-10-18 21:00:00,1603065600000,11503.14,11823.99,11407.96,11751.47,47414.534692,11751.47
2020-10-19 21:00:00,1603152000000,11751.46,12038.38,11677.59,11909.99,62134.750663,11909.99
2020-10-20 21:00:00,1603238400000,11910.0,13217.68,11886.95,12780.96,114584.456767,12780.96
2020-10-21 21:00:00,1603324800000,12780.75,13185.0,12678.08,12968.52,70038.824144,12968.52
2020-10-22 21:00:00,1603411200000,12968.84,13027.69,12720.08,12923.07,50386.999841,12923.07
2020-10-23 21:00:00,1603497600000,12923.06,13166.73,12870.0,13111.73,35952.20907,13111.73
2020-10-24 21:00:00,1603584000000,13111.73,13350.0,12888.0,13028.83,38481.579504,13028.83
2020-10-25 21:00:00,1603670400000,13029.64,13238.81,12765.0,13052.19,60951.672986,13052.19
2020-10-26 21:00:00,1603756800000,13052.15,13789.29,13019.87,13636.17,80796.553996,13636.17
2020-10-27 21:00:00,1603843200000,13636.16,13859.48,12888.0,13266.4,94440.561226,13266.4
2020-10-28 21:00:00,1603929600000,13266.4,13642.91,12920.77,13455.7,74872.602132,13455.7
2020-10-29 21:00:00,1604016000000,13455.69,13669.98,13115.0,13560.1,70657.778881,13560.1
2020-10-30 21:00:00,1604102400000,13560.1,14100.0,13411.5,13791.0,67339.238515,13791.0
2020-10-31 21:00:00,1604188800000,13791.0,13895.0,13603.0,13761.5,36285.648526,13761.5
2020-11-01 21:00:00,1604275200000,13761.49,13830.0,13195.05,13549.37,64566.421908,13549.37
2020-11-02 21:00:00,1604361600000,13549.63,14066.11,13284.99,14023.53,74115.630787,14023.53
2020-11-03 21:00:00,1604448000000,14023.53,14259.0,13525.0,14144.01,93016.988262,14144.01
2020-11-04 21:00:00,1604534400000,14144.01,15750.0,14093.56,15590.02,143741.522673,15590.02
2020-11-05 21:00:00,1604620800000,15590.02,15960.0,15166.0,15579.92,122618.197695,15579.92
2020-11-06 21:00:00,1604707200000,15579.93,15753.52,14344.22,14818.3,101431.206553,14818.3
2020-11-07 21:00:00,1604793600000,14818.3,15650.0,14703.88,15475.1,65547.178574,15475.1
2020-11-08 21:00:00,1604880000000,15475.1,15840.0,14805.54,15328.41,108976.334134,15328.41
2020-11-09 21:00:00,1604966400000,15328.41,15460.0,15072.46,15297.21,61681.919606,15297.21
2020-11-10 21:00:00,1605052800000,15297.21,15965.0,15272.68,15684.24,78469.746458,15684.24
2020-11-11 21:00:00,1605139200000,15684.25,16340.7,15440.64,16291.86,102196.356592,16291.86
2020-11-12 21:00:00,1605225600000,16291.85,16480.0,15952.35,16320.7,75691.881014,16320.7
2020-11-13 21:00:00,1605312000000,16320.04,16326.99,15670.0,16070.45,59116.347179,16070.45
2020-11-14 21:00:00,1605398400000,16069.56,16180.0,15774.72,15957.0,43596.841513,15957.0
2020-11-15 21:00:00,1605484800000,15957.0,16880.0,15864.0,16713.57,81300.675924,16713.57
2020-11-16 21:00:00,1605571200000,16713.08,17858.82,16538.0,17659.38,115221.403102,17659.38
2020-11-17 21:00:00,1605657600000,17659.38,18476.93,17214.45,17776.12,149019.788134,17776.12
2020-11-18 21:00:00,1605744000000,17777.75,18179.8,17335.65,17802.82,93009.561008,17802.82
2020-11-19 21:00:00,1605830400000,17802.81,18815.22,17740.04,18655.67,88423.018489,18655.67
2020-11-20 21:00:00,1605916800000,18655.66,18965.9,18308.58,18703.8,75577.458394,18703.8
2020-11-21 21:00:00,1606003200000,18703.8,18750.0,17610.86,18414.43,81645.737778,18414.43
2020-11-22 21:00:00,1606089600000,18413.88,18766.0,18000.0,18368.0,82961.506093,18368.0
2020-11-23 21:00:00,1606176000000,18368.01,19418.97,18018.0,19160.01,113581.509241,19160.01
2020-11-24 21:00:00,1606262400000,19160.0,19484.21,18500.27,18719.11,93266.576887,18719.11
2020-11-25 21:00:00,1606348800000,18718.83,18915.03,16188.0,17149.47,181005.246693,17149.47
2020-11-26 21:00:00,1606435200000,17149.47,17457.62,16438.08,17139.52,85297.024787,17139.52
2020-11-27 21:00:00,1606521600000,17139.53,17880.49,16865.56,17719.85,64910.69997,17719.85
2020-11-28 21:00:00,1606608000000,17719.84,18360.05,17517.0,18184.99,55329.016303,18184.99
2020-11-29 21:00:00,1606694400000,18185.0,19863.16,18184.99,19695.87,115463.466888,19695.87
2020-11-30 21:00:00,1606780800000,19695.87,19888.0,18001.12,18764.96,127698.762652,18764.96
2020-12-01 21:00:00,1606867200000,18764.96,19342.0,18330.0,19204.09,75911.013478,19204.09
2020-12-02 21:00:00,1606953600000,19204.08,19598.0,18867.2,19421.9,66689.391279,19421.9
2020-12-03 21:00:00,1607040000000,19422.34,19527.0,18565.31,18650.52,71283.6682,18650.52
2020-12-04 21:00:00,1607126400000,18650.51,19177.0,18500.0,19147.66,42922.748573,19147.66
2020-12-05 21:00:00,1607212800000,19147.66,19420.0,18857.0,19359.4,37043.091861,19359.4
2020-12-06 21:00:00,1607299200000,19358.67,19420.91,18902.88,19166.9,41372.296293,19166.9
2020-12-07 21:00:00,1607385600000,19166.9,19294.84,18200.0,18324.11,61626.947614,18324.11
2020-12-08 21:00:00,1607472000000,18324.11,18639.57,17650.0,18541.28,79585.553801,18541.28
2020-12-09 21:00:00,1607558400000,18541.29,18557.32,17911.12,18254.63,52890.675094,18254.63
2020-12-10 21:00:00,1607644800000,18254.81,18292.73,17572.33,18036.53,72610.724259,18036.53
2020-12-11 21:00:00,1607731200000,18036.53,18948.66,18020.7,18808.69,49519.978432,18808.69
2020-12-12 21:00:00,1607817600000,18808.69,19411.0,18711.12,19174.99,56560.821744,19174.99
2020-12-13 21:00:00,1607904000000,19174.99,19349.0,19000.0,19273.14,47257.201294,19273.14
2020-12-14 21:00:00,1607990400000,19273.69,19570.0,19050.0,19426.43,61834.366011,19426.43
2020-12-15 21:00:00,1608076800000,19426.43,21560.0,19278.6,21335.52,114306.33557,21335.52
2020-12-16 21:00:00,1608163200000,21335.52,23800.0,21230.0,22797.16,184882.476748,22797.16
2020-12-17 21:00:00,1608249600000,22797.15,23285.18,22350.0,23107.39,79646.134315,23107.39
2020-12-18 21:00:00,1608336000000,23107.39,24171.47,22750.0,23821.61,86045.064677,23821.61
2020-12-19 21:00:00,1608422400000,23821.6,24295.0,23060.0,23455.52,76690.145685,23455.52
2020-12-20 21:00:00,1608508800000,23455.54,24102.77,21815.0,22719.71,88030.297243,22719.71
2020-12-21 21:00:00,1608595200000,22719.88,23837.1,22353.4,23810.79,87033.12616,23810.79
2020-12-22 21:00:00,1608681600000,23810.79,24100.0,22600.0,23232.76,119047.259733,23232.76
2020-12-23 21:00:00,1608768000000,23232.39,23794.43,22703.42,23729.2,69013.834252,23729.2
2020-12-24 21:00:00,1608854400000,23728.99,24789.86,23433.6,24712.47,79519.943569,24712.47
2020-12-25 21:00:00,1608940800000,24712.47,26867.03,24500.0,26493.39,97806.513386,26493.39
2020-12-26 21:00:00,1609027200000,26493.4,28422.0,25700.0,26281.66,148455.586214,26281.66
2020-12-27 21:00:00,1609113600000,26281.54,27500.0,26101.0,27079.41,79721.742496,27079.41
2020-12-28 21:00:00,1609200000000,27079.42,27410.0,25880.0,27385.0,69411.592606,27385.0
2020-12-29 21:00:00,1609286400000,27385.0,28996.0,27320.0,28875.54,95356.057826,28875.54
2020-12-30 21:00:00,1609372800000,28875.55,29300.0,27850.0,28923.63,75508.505152,28923.63
2020-12-31 21:00:00,1609459200000,28923.63,29600.0,28624.57,29331.69,54182.925011,29331.69
